Stkcd
5
8
9
25
27
36
39
42
46
50
55
62
68
69
70
78
90
150
156
158
166
413
418
488
516
517
540
541
563
566
587
592
603
620
623
625
650
652
671
685
686
712
727
728
732
733
750
766
776
783
801
826
828
838
848
852
883
887
902
911
917
938
939
957
960
963
977
997
998
2004
2010
2019
2022
2023
2027
2030
2047
2055
2064
2074
2085
2091
2094
2111
2118
2121
2123
2130
2131
2142
2146
2151
2153
2156
2157
2176
2183
2185
2210
2215
2221
2223
2230
2236
2251
2252
2253
2256
2260
2261
2262
2268
2273
2285
2301
2308
2310
2312
2325
2326
2335
2340
2343
2354
2364
2368
2384
2385
2390
2396
2399
2400
2408
2413
2414
2415
2421
2426
2429
2431
2433
2436
2437
2445
2450
2460
2462
2464
2466
2467
2471
2477
2479
2493
2500
2501
2503
2506
2508
2512
2517
2519
2520
2531
2550
2568
2572
2573
2583
2588
2589
2594
2601
2610
2626
2635
2640
2642
2643
2662
2664
2665
2668
2673
2681
2684
2699
2701
2709
2714
2736
2739
600008
600010
600030
600037
600053
600061
600066
600068
600074
600079
600086
600094
600104
600105
600109
600151
600157
600165
600166
600170
600172
600176
600177
600180
600184
600201
600208
600236
600255
600260
600266
600276
600291
600297
600315
600325
600340
600351
600366
600369
600373
600376
600377
600386
600392
600398
600418
600422
600446
600458
600466
600478
600485
600487
600489
600498
600500
600503
600517
600518
600519
600521
600522
600525
600536
600537
600548
600552
600559
600562
600570
600571
600572
600580
600587
600588
600590
600602
600604
600606
600611
600620
600623
600637
600639
600643
600650
600651
600655
600657
600660
600666
600685
600687
600703
600704
600705
600711
600715
600718
600728
600739
600741
600745
600748
600754
600757
600763
600816
600818
600837
600845
600850
600856
600862
600867
600876
600894
600998
600999
601009
601011
601012
601016
601021
601099
601101
601216
601222
601377
601555
601567
601588
601636
601669
601688
601718
601766
601788
601901
601908
601933
601998
603019
603077
603766
603799
