Stkcd
6
8
9
12
16
21
31
36
46
55
60
88
99
158
501
513
533
540
541
555
563
568
596
598
601
616
620
630
631
652
686
690
700
733
751
766
768
783
791
793
800
828
852
858
863
869
878
910
911
917
918
957
966
969
970
973
979
987
999
1696
2001
2002
2011
2019
2023
2031
2032
2035
2042
2047
2050
2051
2056
2064
2067
2073
2074
2081
2099
2106
2111
2121
2123
2138
2151
2155
2156
2185
2191
2195
2202
2203
2210
2221
2236
2238
2241
2249
2250
2261
2263
2267
2271
2281
2294
2299
2303
2304
2310
2311
2312
2325
2340
2344
2367
2372
2375
2384
2390
2393
2396
2399
2416
2421
2426
2429
2430
2433
2436
2443
2444
2448
2456
2461
2462
2463
2465
2470
2479
2480
2482
2484
2493
2500
2503
2511
2512
2550
2556
2557
2563
2570
2574
2583
2588
2589
2595
2597
2601
2603
2610
2642
2643
2646
2648
2653
2662
2681
2701
2709
600007
600038
600056
600059
600066
600073
600079
600105
600108
600109
600111
600116
600122
600125
600138
600143
600150
600151
600169
600172
600176
600183
600185
600191
600195
600206
600210
600255
600256
600260
600261
600270
600278
600292
600298
600300
600303
600307
600309
600310
600312
600316
600317
600329
600332
600337
600340
600351
600352
600360
600363
600366
600369
600373
600380
600386
600392
600395
600398
600401
600406
600422
600428
600438
600456
600458
600459
600460
600485
600486
600487
600489
600491
600495
600498
600499
600501
600516
600517
600518
600519
600525
600528
600531
600537
600547
600551
600552
600557
600565
600568
600572
600587
600590
600597
600601
600602
600604
600612
600620
600622
600626
600633
600635
600641
600643
600648
600649
600651
600655
600663
600664
600674
600675
600676
600677
600683
600687
600694
600702
600703
600705
600711
600715
600724
600726
600737
600743
600745
600748
600750
600754
600757
600765
600770
600775
600776
600777
600779
600809
600812
600816
600826
600831
600835
600841
600845
600851
600856
600862
600869
600872
600873
600874
600879
600884
600885
600893
600894
600987
600998
601003
601010
601012
601098
601099
601106
601118
601126
601139
601158
601199
601216
601222
601238
601311
601369
601377
601555
601566
601608
601700
601718
601727
601766
601777
601799
601866
601886
601890
601928
601929
601933
601965
601969
601989
603001
603077
603188
603369
603766
603993
