Stkcd
1
6
9
12
16
27
30
31
39
59
60
61
62
63
66
88
89
90
96
156
158
400
402
407
417
423
425
488
507
516
543
550
568
572
581
592
598
600
601
625
651
652
667
685
703
709
710
719
726
739
751
758
768
783
786
793
797
800
801
806
807
811
818
828
830
858
860
863
869
876
888
897
900
902
913
915
917
926
937
951
960
967
969
970
977
980
983
988
989
999
1979
2001
2002
2007
2010
2011
2022
2028
2029
2032
2038
2041
2042
2045
2050
2056
2065
2081
2085
2089
2104
2106
2117
2145
2153
2155
2176
2178
2179
2185
2198
2206
2233
2237
2238
2241
2244
2251
2262
2273
2275
2277
2281
2283
2284
2285
2293
2299
2302
2304
2305
2307
2308
2318
2333
2340
2342
2345
2366
2378
2385
2389
2405
2408
2419
2422
2424
2431
2433
2437
2439
2465
2479
2481
2482
2489
2491
2493
2497
2498
2518
2522
2534
2538
2542
2543
2544
2563
2570
2581
2595
2597
2602
2626
2630
2646
2647
2648
2663
2676
2678
2690
2695
2726
600000
600006
600007
600008
600009
600011
600012
600015
600017
600018
600019
600021
600028
600029
600036
600037
600039
600048
600056
600059
600060
600062
600063
600064
600066
600068
600085
600089
600104
600111
600115
600116
600118
600122
600123
600138
600157
600168
600172
600175
600183
600188
600196
600197
600206
600216
600221
600252
600256
600261
600266
600267
600269
600270
600278
600280
600298
600299
600300
600309
600316
600320
600323
600329
600330
600337
600343
600366
600372
600373
600380
600383
600388
600391
600392
600395
600398
600406
600409
600416
600422
600426
600428
600433
600435
600446
600489
600491
600503
600509
600511
600517
600535
600536
600550
600557
600563
600565
600567
600570
600580
600582
600584
600585
600587
600588
600590
600594
600595
600597
600598
600600
600601
600602
600611
600623
600626
600629
600633
600635
600637
600638
600640
600641
600642
600645
600660
600664
600674
600682
600693
600694
600702
600703
600704
600705
600711
600726
600742
600745
600750
600757
600761
600763
600765
600775
600776
600777
600782
600783
600790
600795
600801
600804
600808
600809
600812
600820
600826
600827
600829
600835
600839
600841
600845
600848
600850
600863
600869
600872
600874
600885
600886
600893
600894
600897
600971
600987
600988
600990
600993
600998
601002
601006
601011
601088
601098
601099
601107
601111
601118
601139
601158
601166
601168
601169
601179
601186
601188
601225
601231
601258
601288
601311
601318
601328
601333
601336
601339
601377
601390
601398
601555
601601
601607
601618
601628
601666
601677
601699
601718
601766
601777
601800
601880
601886
601888
601899
601908
601918
601928
601939
601965
601969
601985
601988
601998
603077
603188
603288
603369
603589
603766
603799
