Stkcd
4
11
17
18
37
55
151
404
408
411
430
498
502
505
537
546
565
573
603
607
615
617
622
633
681
715
796
802
810
813
890
908
920
936
952
957
958
966
1896
2003
2014
2033
2053
2100
2107
2116
2120
2124
2126
2133
2147
2150
2172
2182
2186
2222
2224
2234
2270
2306
2314
2317
2323
2324
2327
2329
2356
2360
2367
2382
2394
2402
2458
2507
2553
2561
2562
2579
2588
2614
2615
2631
2636
2652
2653
2658
2677
2680
2686
2688
2705
2706
2707
2711
2712
2713
2717
2718
2721
2727
2728
2732
2737
2746
2748
2749
2750
2752
2753
2763
2765
2768
2769
2771
2773
2775
2777
2788
2790
2791
2792
600051
600052
600081
600083
600093
600113
600119
600129
600131
600139
600167
600182
600213
600217
600229
600273
600285
600306
600338
600339
600371
600381
600390
600419
600423
600483
600537
600608
600644
600647
600661
600668
600681
600683
600692
600697
600713
600723
600730
600735
600781
600814
600828
600838
600846
600877
600965
600975
600986
600995
601689
603006
603018
603020
603023
603025
603026
603066
603099
603111
603158
603168
603198
603223
603306
603311
603328
603338
603355
603368
603377
603398
603519
603520
603566
603567
603568
603600
603609
603611
603669
603686
603788
603806
603808
603818
603866
603883
603889
603898
603899
603968
603969
603989
603997
