Stkcd
16
39
61
63
68
157
158
401
407
425
426
514
518
519
525
528
566
572
576
592
630
636
710
717
725
729
735
738
762
767
768
778
791
792
800
806
807
816
830
852
856
875
877
878
882
925
930
932
933
937
939
959
969
979
2010
2011
2023
2024
2045
2055
2064
2069
2089
2093
2095
2156
2163
2178
2204
2251
2305
2307
2333
2342
2353
2378
2383
2405
2414
2428
2430
2431
2451
2461
2481
2485
2506
2568
2570
2577
2617
2618
2647
2663
2676
600006
600010
600017
600022
600058
600063
600069
600084
600096
600108
600111
600115
600123
600150
600157
600160
600166
600168
600169
600171
600175
600184
600187
600190
600198
600200
600206
600208
600227
600239
600251
600256
600259
600267
600290
600291
600292
600300
600303
600308
600316
600320
600330
600343
600391
600392
600393
600395
600401
600403
600410
600416
600418
600428
600456
600458
600478
600495
600497
600500
600516
600528
600531
600536
600545
600567
600569
600581
600583
600584
600586
600587
600588
600595
600601
600614
600618
600620
600623
600638
600640
600685
600726
600759
600760
600770
600776
600777
600780
600787
600805
600812
600825
600841
600851
600862
600871
600875
600881
600963
600971
601001
601008
601011
601016
601028
601101
601106
601118
601168
601388
601519
601558
601600
601718
601777
601808
601866
601880
601890
601958
601969
601991
603077
603799
603993
