Stkcd
1
22
27
30
39
42
50
59
63
69
89
90
100
156
157
166
333
338
400
402
413
418
425
488
528
531
536
539
543
550
572
581
587
600
612
623
625
656
665
667
669
671
685
688
703
709
719
725
727
728
729
732
750
758
761
767
776
778
786
792
807
825
860
882
883
895
898
900
902
921
933
937
939
960
961
983
2004
2005
2010
2013
2024
2027
2029
2078
2092
2122
2128
2131
2142
2146
2157
2204
2226
2237
2244
2251
2353
2354
2385
2408
2419
2422
2431
2440
2477
2501
2533
2594
2635
2714
2736
2739
600000
600004
600005
600006
600008
600009
600010
600011
600012
600015
600016
600017
600018
600019
600020
600021
600022
600023
600026
600027
600028
600029
600030
600031
600033
600036
600037
600039
600048
600050
600060
600061
600062
600064
600067
600068
600089
600094
600096
600098
600100
600104
600115
600123
600157
600166
600170
600175
600177
600188
600196
600208
600216
600221
600236
600266
600267
600269
600277
600282
600284
600291
600297
600299
600320
600323
600325
600335
600348
600350
600362
600376
600377
600383
600403
600409
600416
600418
600426
600466
600497
600500
600510
600522
600548
600549
600580
600582
600583
600585
600595
600600
600606
600611
600613
600623
600637
600638
600639
600642
600657
600660
600685
600688
600704
600717
600736
600739
600741
600755
600782
600787
600795
600805
600808
600811
600820
600823
600827
600837
600839
600859
600863
600871
600875
600881
600886
600900
600970
600999
601001
601006
601009
601011
601016
601021
601058
601088
601101
601107
601111
601117
601166
601169
601179
601186
601225
601233
601258
601288
601318
601328
601333
601336
601339
601390
601398
601588
601600
601601
601607
601618
601628
601633
601636
601666
601668
601669
601688
601699
601717
601788
601800
601808
601818
601857
601872
601880
601898
601899
601901
601908
601919
601939
601958
601988
601991
601992
601998
603288
603799
