Stkcd,Size,BM,OP,INV,t
1,127291269.37,1141.0958730353677,0.17891640866873065,0.14667094146288587,2016
5,6889622.27,132.2434922117918,-0.048942841591980916,0.6053756437916534,2016
6,9913765.73,291.39053503949566,0.1317210972264051,0.08085332280445115,2016
8,16279892.71,385.2872013187586,0.06730943841412662,4.325230496767055,2016
9,21305689.26,244.9529376705126,0.16781950135349283,0.2301068659370581,2016
10,3194091.31,529.7878836275762,0.011757953659583403,5.4343910252630225,2016
11,2354800.56,822.6935636741853,0.022681845499926193,0.12784921490320922,2016
12,14944664.0,439.3551242164596,0.06861522634726225,0.0243903679729236,2016
14,3735580.06,167.99708787549636,0.0671327819699378,-0.02960535971332691,2016
16,7679616.18,370.94625804628186,-0.5102423531524191,-0.1507203991924364,2016
17,3214620.54,3.179516609462713,-0.02841778539192555,-0.10915888625071776,2016
18,4602203.2,261.3077423868422,0.33691681453012334,20.784441376170193,2016
19,5127745.39,222.67664822933347,-0.05039443001104817,-0.08154556535807878,2016
20,3934912.29,57.916991806151074,-0.009320868228327873,-0.006666481779230312,2016
21,16182656.13,293.675515312718,0.037976057111482255,-0.007813304410403196,2016
22,7326288.95,582.8521438459057,0.1392347174966417,-0.0031793370268839746,2016
25,13253452.69,58.41978724124995,0.053379850184338135,0.44937618149181485,2016
26,3555531.67,451.94930434362306,0.054117750889650276,0.16099605023465224,2016
27,25293456.39,1763.413803258341,0.09151283469386921,0.5105445168046495,2016
29,9273264.0,191.26740582702078,0.18592825406336555,-0.044607270349392616,2016
30,8942665.17,927.3544436079146,0.09854528914690751,0.1119859300261446,2016
31,17103407.49,435.0352691580204,0.12504193627071913,0.1945560592964857,2016
32,4272574.71,253.04872231939677,0.020545175567019715,-0.23173164191131257,2016
34,7651278.18,19.67426035753875,-0.0378026169750122,-0.029587810398068907,2016
35,5738023.33,298.71272630541836,0.13045766325434818,0.3443275057194056,2016
36,9227056.54,266.1390286935426,0.0449736821083107,0.41471767338082083,2016
38,2349536.77,72.12742455008572,0.12842324741406677,0.08998333356111235,2016
39,17866892.79,1341.0528136790474,0.08293411139117657,0.21631141596374534,2016
40,5454208.69,191.10918034890548,0.08111772716551427,0.5852940404804977,2016
42,8197860.01,560.9819206434357,0.11220424598448919,0.5201827572844571,2016
43,5500940.49,585.3542873761533,0.12055762573120875,0.14015264437433544,2016
45,6206356.71,380.00300052970675,0.008870754563575516,0.05193861900244022,2016
46,45999356.85,265.5717172938755,0.23642304194982167,0.6695963982685114,2016
48,13648185.35,57.705794866663084,0.30681213372904553,-0.02125001297018131,2016
49,8607922.37,102.78273638319823,0.3237936741479483,-0.27227051378547534,2016
50,19681997.25,662.3218745235572,0.0014335446818543132,0.3782822476358735,2016
55,7904149.2,220.8896969936146,0.0689564360726508,0.21880677004547605,2016
56,3645056.43,1033.0892665764823,0.004556908567488466,0.015720959511024053,2016
59,13019730.26,973.0689410153875,0.033330602528463794,-0.13519198071284894,2016
60,23065460.28,272.8042366368281,0.01204646719123229,0.11726754354570508,2016
61,20568962.5,213.97402686847522,0.0007979674898060692,0.16851107751485286,2016
62,18007638.44,150.71232614765887,0.1304034125630339,0.5279649837166447,2016
63,48605556.71,687.0988370749782,0.007392879194151692,0.13820846509067394,2016
68,8679779.77,58.30516945312817,-0.0009056930797078324,0.8013195646842652,2016
69,39179673.36,1539.8529506430018,0.16332291809134572,0.21492202762417356,2016
70,6781393.34,217.86714652482607,0.06590093222312561,0.5507049933521654,2016
78,13562306.83,122.54692913844723,0.2905861732762829,0.32502575265121164,2016
88,12507302.57,362.678518761483,0.06253043102535996,0.15424569020581771,2016
89,17431540.83,612.8102665072125,0.07313662056083448,-0.05847860720773961,2016
90,6807170.14,659.0907345824578,0.08119467565800394,0.5011682031826274,2016
96,6140392.96,230.61502879158056,0.10591836569564383,0.09049982547800547,2016
99,7878915.46,314.1573892756767,0.06707065936466489,0.11389139189081182,2016
100,29614463.56,981.7582152408891,0.03562901718364618,0.2032576221386234,2016
150,10336550.24,136.36102190304916,0.03913000146007598,0.7998970849895539,2016
151,4584556.23,155.85691665774212,0.16432149211885547,-0.1726132175384648,2016
156,18431731.45,516.1334359951371,0.05498539454088532,1.280423470945572,2016
157,25876797.79,1211.6680473071556,-0.014901498961404384,-0.00037261675859316245,2016
158,9984979.29,371.3690229951437,0.0023813142271771155,0.970383794636384,2016
166,44768087.37,1477.235488249669,0.33734003178799316,1.3919934796944518,2016
301,5274963.81,414.11345103461736,0.07898074647575279,0.10551303153249543,2016
333,80287857.08,761.9921605872147,0.26622240205718123,0.07107572052974827,2016
338,16865349.51,2064.608623759192,0.061786204322517815,-0.045995210613323574,2016
400,11385959.28,479.5756448744666,0.11431179039925549,0.15707100633959764,2016
402,29033299.05,842.1557226648256,0.10995110074706493,0.2065505774424574,2016
403,5543157.55,98.53689180933388,0.13000816463549808,0.0598951947568574,2016
404,5371769.5,640.9134739039255,0.1255088805474581,0.05541130828579957,2016
408,4107453.77,15.393439029226736,-0.7620555923000811,0.016321871439269445,2016
410,12414265.95,122.05485774593352,-0.35500106712080887,0.10640029655239543,2016
411,3833238.1,274.9220694744492,0.1386179812111914,0.17536593624003072,2016
413,20696558.06,794.1839257142346,0.07370206849053737,1.3097727035594127,2016
416,4040237.93,178.32821263356257,0.035398966969516506,0.5189603304330916,2016
417,6298960.77,457.3054775352673,0.11548092544454466,0.04342360875036972,2016
418,14279894.37,569.9461517783905,0.2021307858298163,0.25937548455047,2016
419,3955151.08,403.160681145143,0.07229662808396181,0.01676610268014302,2016
420,2126280.73,399.6934971741251,-0.04837921854222572,-0.19901511560478172,2016
421,3927014.09,1035.835098934002,0.02559477459096803,1.8942653822114621,2016
422,5485637.33,1156.5888191905156,0.00042503557497076136,0.06969158189940416,2016
423,34543810.15,207.12240220307544,0.27110949575973403,0.1540352309226973,2016
425,21400310.96,685.7667805253705,-0.006904059818969716,-0.12574259786654043,2016
428,4715289.79,462.6224960816659,0.004328214930466522,0.03170478756525742,2016
429,2577679.48,1892.3581605315662,0.10118364888495637,-0.03242400493493012,2016
430,2372531.89,188.4387480348007,0.25784919085134617,0.27463401864684844,2016
488,8772503.09,1750.9430097355391,0.06418998985537358,0.3720330704073073,2016
498,2040019.97,956.846635630328,0.17391759701858656,0.03888005237747238,2016
501,7957957.06,380.3368236328947,0.2588913037072759,0.1343353164085032,2016
