Stkcd,Size,BM,OP,INV,t
1,158859922.82,1518.441630766634,0.1472961008255388,0.1780049769678627,2017
2,242435421.94,810.4023204359588,0.2413694110944201,0.35887491719284964,2017
4,2128018.49,47.839307897708835,0.2894300171379854,-0.43884835835996805,2017
5,4984405.69,219.4198225669647,0.09518723556218994,0.15188024094049632,2017
6,11848427.12,403.55605046187827,0.17753206267230434,0.03675216798524566,2017
8,14633365.44,442.93155461206027,0.09133123231313521,1.2824873335416056,2017
9,17151330.14,370.3689083745444,0.05545736391640962,0.19371787427769957,2017
10,2636966.06,708.3476525609436,0.03150650877153766,-0.05969388507319573,2017
11,3517252.52,732.047637486715,0.20515907739367525,0.5193414359517006,2017
12,12130200.58,549.7088596535896,0.10639856438093621,0.09514072488005401,2017
14,3396715.35,189.48278428607975,0.028789646934236066,-0.1366959456961923,2017
16,7807343.68,460.8617842246102,-0.06998342674243817,0.21001227088007435,2017
17,2654107.06,4.526936226461924,0.2438354046232903,0.1791877680467782,2017
18,5703283.19,227.06637943631802,0.3040168594162241,0.9878663002601674,2017
19,5062288.89,171.46186347538114,0.08971545093419624,0.11135272070630622,2017
21,12611047.57,382.1929921531567,0.06396094534004307,-0.18274740587799304,2017
22,13829764.99,637.2075809161862,0.1362640204223156,-0.042422013626760915,2017
23,3754743.85,103.351788997235,0.04213131438824229,-0.03314488275543873,2017
25,10031433.98,84.78445672707817,0.035001990106094824,0.017398567216326724,2017
26,4441666.52,557.282302980898,0.053635878719729746,-0.05693225038369129,2017
27,26681028.45,911.5731514317674,0.07532989830863646,0.04812954364272814,2017
28,24896518.32,571.2182375213663,0.1736775162110026,0.6123612204810656,2017
30,11135334.02,544.7307892983843,0.11244122495390176,0.1221477183690409,2017
31,13657312.19,697.6909362141294,0.19703572553029033,0.10764861425349327,2017
35,8223605.78,351.5855735500515,0.09441574668732176,0.363596500126753,2017
36,10267167.93,424.1596384107165,0.44484356586725954,0.504620399544843,2017
37,3521120.68,532.7616847711547,0.7279756948284497,-0.047195857000642084,2017
39,22755461.98,2122.6704573385364,0.02045591554440867,0.16720725726664676,2017
40,6137543.74,1920.1968464856188,0.020199549322576022,1.5540255501560702,2017
43,6374423.17,578.3467769557681,0.05990704511519372,-0.0501653082001022,2017
45,5484262.19,537.6609123184638,-0.02701077719498157,0.38734870100492774,2017
46,44461387.89,588.9480790882484,0.14486648749449849,0.41805836051203354,2017
49,10633678.07,173.81440391377225,0.29090425164624845,0.5123231753099429,2017
55,4586254.49,402.1916633860714,0.36858326133466623,0.5203464501663791,2017
56,3419028.6,1452.9757043095271,0.01844816879715322,0.3307759492833562,2017
58,4354525.45,296.19111181165823,0.10293143574499103,-0.025389245919791036,2017
59,14013709.67,665.3276261446676,0.2039327330763705,0.04847290487117952,2017
60,24769800.57,333.1999787578787,0.04546960659679351,0.06839271895722897,2017
61,15409916.84,298.61659799778107,0.031210341099534814,0.06928734700349906,2017
62,17694178.11,215.43594424276134,0.13460340027214795,0.11974145764339697,2017
63,81292993.41,756.2536788869745,0.028507898600687927,0.17161340245322723,2017
65,9524144.97,710.6753315947772,0.17160333758630805,0.8357512621384626,2017
66,22444160.56,577.2867655298879,0.03541820693499418,0.03560439416092728,2017
68,6294633.68,107.35582434066671,0.027383359175577347,0.7334244777088136,2017
69,61608943.7,1130.8993520246881,0.1781327357750907,0.26962562791031364,2017
70,6366748.55,299.468284085458,0.118852752188317,0.2524547000364639,2017
78,11195627.76,505.9398070777084,0.11019823718917558,0.30552641153475335,2017
88,20412522.0,467.88835015308115,0.06532892245510896,0.04801444064937664,2017
89,19174694.91,653.4202237971274,0.07038121512617744,0.043902551988715226,2017
90,8586316.88,847.8695886016554,0.09897322302947893,0.16532793001554422,2017
96,7642286.08,304.80749299416084,0.14043825555161588,0.09599330348833555,2017
150,8589947.87,236.8730827476178,0.4129365376289007,0.5825392650708284,2017
151,5005695.7,191.14670236543049,0.1291316380777222,-0.14361907485316225,2017
156,14814938.86,568.3236283243966,0.056567951032687906,0.1071276786255737,2017
157,27953828.8,1328.6713259814023,-0.04771671156741381,-0.048888699426619185,2017
158,12335691.42,600.0451447629981,-0.01489586394811464,0.17020213043835636,2017
159,3276558.59,538.9228007811851,0.02242891069519566,0.0567156819629116,2017
166,41174493.61,1201.7440336931015,0.11533663786381429,-0.17411727438405228,2017
333,270214365.34,400.55787276505555,0.2527806637766471,0.3241085753640692,2017
338,28504816.07,2071.847599486733,0.0924181606546754,0.42757764578627966,2017
400,18106247.49,564.1295226338254,0.12807702705131355,0.1452271062336465,2017
401,20732646.23,696.6187708384498,-0.03915509561413547,0.0048160390060351084,2017
402,35014847.46,1011.8899409956667,0.13478162556302756,0.06772263911067739,2017
403,6197052.5,85.22135831187282,0.09662256826761816,0.011291139436458285,2017
404,5477488.35,582.045126251066,0.13479649852276948,0.1623973858987439,2017
407,6395431.32,410.57096984796766,-0.09952778489014193,0.036350410118625026,2017
