Trdmnt,return
2016-07,0.009859827891657673
2016-08,0.061223275971401654
2016-09,0.010470649169977605
2016-10,0.049152515372928
2016-11,0.03960373351308484
2016-12,-0.026185360525340522
2017-01,-0.01978139053707309
2017-02,0.04944800889351032
2017-03,-0.022297956900315052
2017-04,-0.050144135907611874
2017-05,-0.07077726332231046
2017-06,0.043081346530308595
