Trdmnt,return
2017-07,0.011791020644626879
2017-08,0.030445826247780843
2017-09,0.01588571616291227
2017-10,-0.02344890728562572
2017-11,-0.07292540706819572
2017-12,-0.023445045818588896
2018-01,-0.04362882928180019
