Trdmnt,return
2016-07,0.028211972483256145
2016-08,0.03317129259615295
2016-09,-0.030203065207904976
2016-10,0.0361835589355465
2016-11,0.04318010655900678
2016-12,-0.010795256076204914
2017-01,0.05649960269388554
2017-02,0.01084313726089608
2017-03,-0.018766542805650523
2017-04,-0.01695726429247451
2017-05,-0.015904583529873555
2017-06,0.029124890010488784
