Trdmnt,SMB_INV
2017-07,-0.016154077690395206
2017-08,0.014488300819108369
2017-09,0.029438157983604458
2017-10,-0.004709046549515761
2017-11,-0.04619247392103312
2017-12,-0.00726895658588293
2018-01,-0.056171152386225304
