Trdmnt,RMW
2016-07,0.007113882174834527
2016-08,0.005409068390652558
2016-09,0.011110843491148825
2016-10,0.00906213073734336
2016-11,0.017801078537449735
2016-12,0.044853129190976906
2017-01,0.02957923037015814
2017-02,-0.005651585036897895
2017-03,-0.018415449965285678
2017-04,-0.030968519734693736
2017-05,-0.013740245146979356
2017-06,-0.009408608592168733
