Trdmnt,SMB_INV
2016-07,-0.0018742536802801718
2016-08,0.0502360958277834
2016-09,0.02167164194277969
2016-10,0.0390702117330467
2016-11,0.009886724269523162
2016-12,-0.016294266898155076
2017-01,-0.04242230929274222
2017-02,0.04611305555647131
2017-03,-0.010043592141204549
2017-04,-0.036890261166507614
2017-05,-0.08170099818231848
2017-06,0.04229808319173985
