Trdmnt,RMW
2017-07,0.03792740949107498
2017-08,0.009140721267160942
2017-09,-0.021017326654553546
2017-10,-0.048197429998102705
2017-11,0.03150860463632645
2017-12,-0.020125093683985653
2018-01,-0.005663289809591011
