Trdmnt,RMW
2016-07,0.012179446020861863
2016-08,-0.012235867121445355
2016-09,-0.0036093323976881427
2016-10,-0.021728499672498562
2016-11,-0.00386566164653325
2016-12,-0.016077659179417433
2017-01,-0.002874351119455283
2017-02,-0.010671792890803184
2017-03,0.030442955631773967
2017-04,0.03245431067749638
2017-05,0.06170368629580286
2017-06,-0.0203262379803728
