Trdmnt,SMB_OP
2017-07,0.029154116438251592
2017-08,0.027376628667503334
2017-09,0.024479742222410478
2017-10,-0.03864798414255043
2017-11,-0.056663145656325575
2017-12,-0.016137606062098808
2018-01,-0.07238708790248356
